annual_inc,bc_util,chargeoff_within_12_mths,dti,inq_last_6mths,mths_since_last_delinq,num_accts_ever_120_pd,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bc_limit,avg_cur_bal,pct_tl_nvr_dlq,revol_bal,total_acc,int_rate,verification_status,home_ownership,term,TARGET
69500,50.8,0,32.34,2,30,1,0,0,92375,3500,7844,85.7,8514,35,11.44,Source Verified,RENT, 36 months,0
104000,61.5,0,12.29,1,45,0,1,0,363647,7400,34784,100,7625,14,20.99,Source Verified,MORTGAGE, 60 months,0
76000,59.4,0,14.89,1,15,3,0,0,39673,13700,1585,65.6,10509,33,15.99,Verified,OWN, 60 months,0
78500,44.1,0,22.21,2,81,0,0,0,205410,16000,18684,100,8723,31,13.66,Source Verified,MORTGAGE, 36 months,0
54000,74.7,0,35.98,0,42,0,0,0,104896,13000,8447,90,17923,21,19.24,Source Verified,MORTGAGE, 60 months,0
87500,25.6,0,6.31,1,6,0,0,0,222585,20100,14488,93.3,10416,30,9.49,Not Verified,MORTGAGE, 36 months,0
94000,96.5,0,29.41,0,65,0,0,0,284222,9500,10624,95.9,26805,50,13.66,Source Verified,MORTGAGE, 36 months,1
110000,92.7,0,25.01,1,9,1,0,0,221333,11100,8393,93.9,23238,51,14.99,Source Verified,MORTGAGE, 36 months,0
106000,72,0,17.43,1,15,0,0,0,75216,61100,2752,100,46128,33,19.24,Source Verified,RENT, 60 months,0
55000,52.7,0,21.15,2,47,13,0,0,344100,19300,9012,77,15907,61,17.86,Verified,MORTGAGE, 36 months,0
59000,81,0,20.26,0,68,1,1,0,136562,1000,11883,97.4,4269,38,19.24,Verified,MORTGAGE, 60 months,0
92000,87.7,0,12.24,1,78,0,0,0,50041,13800,4054,100,13245,9,15.59,Source Verified,OWN, 60 months,1
49000,8.8,0,34.39,1,33,0,0,0,125291,65200,4866,100,8856,17,7.49,Source Verified,OWN, 36 months,0
44000,60.6,0,0.71,1,33,0,1,0,8600,4300,434,94.4,2606,25,11.99,Verified,RENT, 36 months,0
120000,49,0,12.95,1,48,0,0,0,456562,17000,25494,92,11410,25,8.67,Not Verified,MORTGAGE, 36 months,0
67600,36.6,0,13.69,0,45,4,0,0,40100,27500,1551,87.9,18610,33,17.14,Source Verified,OWN, 60 months,1
75000,19.7,0,9.68,0,40,0,0,0,254000,28300,17723,100,14910,25,8.19,Source Verified,MORTGAGE, 60 months,0
35239,54.7,0,26.67,0,5,0,0,0,48988,4000,1961,84.2,6128,22,13.66,Not Verified,RENT, 36 months,0
66000,90.4,0,22.95,0,21,0,0,0,125867,30800,15010,100,28387,24,24.5,Verified,MORTGAGE, 60 months,1
93000,70.5,0,25.29,1,45,0,1,0,136749,8200,5512,100,24730,42,12.39,Not Verified,RENT, 36 months,0
132000,60.7,0,13.88,0,14,1,0,0,133941,9900,7278,93.5,8772,36,18.54,Source Verified,RENT, 60 months,0
33000,101.3,0,24.66,1,76,0,0,0,40729,18000,6658,100,20214,13,20.99,Source Verified,RENT, 36 months,1
130000,74.2,0,18.39,1,11,1,0,0,96082,14200,4312,86.7,12032,30,12.39,Source Verified,RENT, 36 months,0
54000,89.4,0,32.13,0,18,0,0,0,100833,4400,5474,90,10057,40,9.49,Verified,RENT, 36 months,1
160000,68,0,12.84,1,4,0,0,0,80667,25100,3381,100,18297,22,15.59,Source Verified,RENT, 60 months,0
57000,20.3,0,27.47,1,39,1,0,0,48036,16600,2492,86.2,3645,31,7.49,Source Verified,RENT, 36 months,0
53000,97.8,0,24.77,0,50,0,0,0,280712,9400,45414,96.9,9197,32,14.31,Not Verified,MORTGAGE, 36 months,0
30000,64.1,0,16.04,2,58,0,1,0,20887,8000,2816,100,5125,18,14.99,Source Verified,MORTGAGE, 36 months,0
35000,43.2,0,26.1,0,17,1,1,0,46439,7600,4891,92,9068,27,8.19,Not Verified,RENT, 36 months,1
50000,24.3,0,15.79,1,14,1,1,0,31216,1600,5357,84.2,389,19,19.24,Source Verified,OWN, 60 months,0
25000,72.2,0,18.67,0,68,0,0,0,93500,0,14032,78.9,15979,19,14.31,Verified,MORTGAGE, 36 months,0
24000,91.2,0,25.85,1,3,0,0,0,26230,1300,1951,100,5897,19,16.49,Source Verified,RENT, 36 months,0
55000,0,0,29.17,0,22,0,0,0,109831,400,4299,91.4,5625,36,16.49,Not Verified,RENT, 36 months,0
45000,98.8,0,4.37,0,30,0,0,0,8425,5500,1871,100,5433,5,11.99,Source Verified,RENT, 36 months,1
40000,69.2,0,14.34,1,32,0,3,0,26249,4800,3548,93.3,4019,15,11.99,Verified,OWN, 36 months,0
150000,60.2,0,10.71,1,10,0,0,1,79116,18100,1979,100,24013,43,12.39,Verified,OWN, 36 months,0
1.00E+05,98.7,0,27.66,2,19,0,0,0,298424,7200,22183,100,11354,40,20.99,Not Verified,MORTGAGE, 60 months,0
65120,93.4,0,39.21,0,25,2,0,0,79659,9600,1998,86.7,18621,46,12.39,Verified,RENT, 36 months,1
27600,74.6,0,1.65,1,37,3,0,0,165461,1000,31346,78.6,746,15,14.31,Verified,MORTGAGE, 36 months,0
52000,23.7,0,18.86,0,59,0,0,0,205322,17700,9211,100,4197,37,6.03,Source Verified,RENT, 36 months,0
46800,26,0,26.49,1,7,0,0,0,163650,29500,7338,97,21707,33,17.14,Verified,OWN, 60 months,0
43000,92.4,0,32.15,0,35,0,0,0,48509,2200,3058,100,7625,17,19.24,Not Verified,RENT, 36 months,0
60000,12,0,2.54,0,57,1,1,0,19200,17000,679,85.7,4756,16,15.99,Verified,MORTGAGE, 60 months,0
60000,32.8,0,11.28,0,12,4,1,0,37425,5500,2164,76.7,4370,33,9.49,Source Verified,RENT, 36 months,0
95000,94.5,0,17.05,0,14,1,0,0,215881,6600,17962,79.2,6484,24,11.44,Source Verified,MORTGAGE, 36 months,1
60000,77.7,0,26.42,0,11,0,0,0,71632,11700,5808,84.6,9087,14,14.99,Source Verified,RENT, 36 months,0
56000,58,0,34.93,2,70,0,0,0,113891,13000,7964,100,9425,18,13.66,Verified,MORTGAGE, 36 months,1
52000,99.6,0,19.92,0,39,0,0,0,32750,3600,3641,100,4062,12,11.99,Source Verified,RENT, 36 months,0
35000,84.2,0,14.47,0,26,0,2,0,23655,1300,2811,91.7,1094,13,11.44,Source Verified,OWN, 36 months,0
71195,86.8,0,20.7,0,51,0,0,0,459527,10600,41167,91.3,9788,23,14.31,Source Verified,MORTGAGE, 36 months,1
48906,80.5,0,20.93,0,76,1,1,0,40290,5000,3863,95.8,4938,25,8.19,Source Verified,RENT, 36 months,0
70000,78.7,0,33.02,0,19,0,0,0,247486,60600,11415,100,53938,31,8.67,Not Verified,MORTGAGE, 36 months,0
1.00E+05,82.2,0,11.81,0,36,0,0,0,49193,25300,4644,100,21252,9,14.31,Source Verified,RENT, 60 months,1
80000,8.3,0,21.03,0,1,0,0,0,82748,6600,3928,90.5,4577,21,11.99,Verified,RENT, 36 months,0
47000,89.7,0,38.15,0,26,0,0,0,56389,13900,4768,100,12470,12,19.24,Source Verified,RENT, 60 months,1
35000,25.2,0,8.93,1,25,1,0,0,21700,4300,1821,90,9105,10,13.66,Source Verified,RENT, 36 months,0
85000,42.1,0,22.42,0,43,0,0,0,212068,22400,12395,100,15138,20,8.19,Verified,MORTGAGE, 36 months,0
56500,99.4,0,36.41,0,9,0,0,0,71514,24800,2495,100,31313,25,15.59,Verified,RENT, 36 months,1
58504,73.5,0,21.07,0,6,0,1,0,276163,4300,17109,97.4,11701,39,15.59,Verified,MORTGAGE, 36 months,0
50000,5,0,7.83,0,15,0,0,0,24257,15500,905,85.7,3652,14,15.99,Source Verified,RENT, 36 months,0
56000,53.7,0,12.66,1,41,0,0,0,350600,39500,20662,97,23053,33,12.39,Not Verified,MORTGAGE, 36 months,0
51600,8.3,0,6.16,1,67,0,0,0,140936,40400,10380,100,3416,21,6.49,Not Verified,MORTGAGE, 36 months,0
30000,94.4,0,31.72,0,68,0,0,0,65086,1800,3960,100,6255,21,16.49,Source Verified,OWN, 36 months,0
53000,98.3,0,22.4,1,55,1,0,0,269167,13600,28776,76.2,23955,21,15.59,Not Verified,MORTGAGE, 36 months,0
55000,46.2,0,12.5,2,55,8,0,0,20000,9000,817,89.5,6973,25,15.99,Verified,RENT, 36 months,1
36400,51.4,0,9.4,0,22,0,0,0,22400,22400,1439,100,11513,11,7.49,Not Verified,OWN, 36 months,0
90000,83.6,0,21.6,1,24,0,0,0,349219,55300,27487,100,48788,31,11.99,Not Verified,MORTGAGE, 36 months,0
32000,97.2,0,11.52,0,33,0,0,0,67310,4700,3476,100,4567,33,13.66,Source Verified,RENT, 36 months,0
35000,58.1,0,26.41,0,37,0,0,0,42061,11800,3885,100,20298,42,19.99,Source Verified,RENT, 60 months,1
83220,52.5,0,38.69,0,52,0,0,0,287775,51000,40889,100,26791,11,17.86,Verified,MORTGAGE, 36 months,0
42200,80.4,0,6.6,1,13,1,0,1,16400,4500,467,93.7,5142,16,11.99,Verified,RENT, 36 months,0
88000,54.9,0,11.62,1,34,0,0,0,139919,13800,13966,100,7582,51,13.66,Not Verified,RENT, 36 months,0
86000,55.6,0,11.21,1,30,0,0,0,64975,13100,3599,90.9,7284,23,25.57,Verified,RENT, 60 months,1
52000,70.2,0,30.33,1,55,0,0,0,252496,17100,15838,100,12937,22,16.49,Source Verified,MORTGAGE, 36 months,0
90000,97.4,0,16.12,2,57,2,0,0,236997,18200,20374,95.2,17720,22,25.57,Verified,MORTGAGE, 60 months,1
35000,15,0,22.12,1,63,0,0,0,72169,23600,2280,100,6650,20,16.49,Source Verified,RENT, 36 months,0
72000,63.2,0,7.9,1,17,0,1,0,218501,24400,21687,78.6,16186,14,10.49,Not Verified,MORTGAGE, 36 months,0
80000,99.3,0,28.89,0,67,0,0,0,514565,39000,42836,100,43033,22,15.99,Source Verified,MORTGAGE, 60 months,0
33280,87.4,0,14.97,1,28,0,0,0,19417,2900,1300,100,5475,10,15.59,Not Verified,MORTGAGE, 36 months,0
94000,0.5,1,9.49,0,8,5,0,0,64304,11300,9339,81.8,62,33,15.99,Verified,RENT, 36 months,0
82000,0,0,14.23,0,28,0,0,0,349085,11800,21569,96,51717,25,10.49,Verified,MORTGAGE, 60 months,0
88000,80.8,0,17.16,3,17,0,0,0,75996,3000,8876,82.6,10620,23,9.49,Not Verified,OWN, 36 months,0
60000,98.3,0,29.81,0,14,0,0,0,67409,39600,7650,100,41419,16,15.59,Verified,OWN, 60 months,0
75000,92.1,0,18.05,0,24,0,0,0,39621,18400,8307,83.3,16938,18,10.49,Not Verified,RENT, 36 months,0
32000,39.8,0,16.32,0,6,0,0,0,71810,54700,2566,100,21769,23,14.99,Source Verified,RENT, 60 months,0
84000,94.1,0,26.03,3,12,0,0,0,60011,4800,3214,100,14089,27,16.49,Verified,MORTGAGE, 36 months,0
65000,76.6,0,6.76,2,19,1,0,0,250300,4800,21549,89.5,24948,19,12.39,Not Verified,OWN, 36 months,0
67600,38.4,0,19.62,1,79,0,1,0,62100,14600,5325,100,5602,9,12.39,Source Verified,RENT, 36 months,0
117000,36.5,0,26.24,2,77,0,0,0,125372,59600,3646,100,36369,25,11.44,Not Verified,RENT, 36 months,0
90000,65.9,0,14.31,1,74,0,0,0,93700,11000,8632,96.6,8642,29,15.99,Verified,MORTGAGE, 36 months,0
77362,94,0,11.85,0,82,0,0,0,283300,16600,21862,94.4,28861,19,21.99,Verified,MORTGAGE, 60 months,1
93000,26,0,21.93,1,39,0,0,0,379200,99000,17666,97.3,26981,37,8.67,Verified,MORTGAGE, 36 months,0
30000,35.7,0,24.59,2,62,3,1,0,30725,8000,2119,90.3,2855,36,11.44,Source Verified,MORTGAGE, 36 months,0
103000,75.5,0,18.72,1,42,0,0,0,296514,84000,30654,100,63390,20,10.49,Source Verified,MORTGAGE, 60 months,0
56000,87.4,0,18.82,0,70,0,0,0,48792,7800,4738,92.3,9697,27,11.44,Source Verified,RENT, 36 months,0
47000,22.7,0,18.49,1,23,0,1,0,61998,17500,2161,100,14208,26,12.39,Source Verified,RENT, 36 months,0
1.00E+05,38.8,0,18.48,0,3,0,0,0,97660,23300,2970,89.3,14436,28,8.19,Source Verified,RENT, 36 months,0
1.00E+05,26,0,17.76,0,60,0,0,1,607607,0,92597,100,277,14,15.99,Verified,MORTGAGE, 36 months,1
65000,63.4,0,8.68,1,57,1,0,0,270278,15000,31759,95,12138,20,9.49,Not Verified,MORTGAGE, 36 months,0
37700,29.4,0,7.61,2,72,0,0,0,45200,40800,751,100,12012,41,11.99,Verified,RENT, 36 months,0
25000,5.6,0,29.96,1,41,0,0,0,71100,26400,2275,97.4,23478,38,14.31,Verified,RENT, 60 months,0
107000,84.6,0,26.02,3,80,0,0,0,128929,16800,3718,87.2,19567,40,13.66,Verified,RENT, 36 months,1
72000,48,0,27.65,0,57,0,0,0,104698,5000,6991,100,3044,56,18.54,Verified,RENT, 60 months,0
40000,73,0,28.14,1,20,0,0,0,37396,16800,2728,100,12267,17,15.59,Source Verified,OWN, 60 months,1
69000,63.5,0,7.15,1,26,0,0,0,42223,15700,2303,90.5,10544,21,14.31,Source Verified,RENT, 60 months,0
78000,101.3,0,14.58,0,36,0,0,0,547400,40500,108589,100,43065,13,12.99,Not Verified,MORTGAGE, 60 months,1
82000,76.9,0,16.07,0,42,0,0,0,330940,44700,22421,97.8,46720,46,13.66,Source Verified,MORTGAGE, 60 months,1
69000,22,0,16.14,4,21,0,1,0,85900,10300,11552,61,2247,18,16.49,Verified,OWN, 36 months,0
78000,70.8,0,18.66,0,23,1,0,1,118671,42800,5424,100,31415,30,14.31,Verified,RENT, 36 months,0
118000,93.5,0,9.22,1,42,0,0,0,262706,7100,13006,97.5,11892,41,11.44,Verified,MORTGAGE, 36 months,0
67000,92.1,0,12.65,1,26,2,0,0,522250,33500,60954,93.7,31344,18,11.44,Not Verified,MORTGAGE, 36 months,1
96000,69.2,0,19.59,0,14,1,0,0,377573,4200,21133,85.7,31317,35,12.99,Not Verified,MORTGAGE, 36 months,0
105000,26.6,0,9.82,2,14,1,0,0,301016,23200,15345,91.9,9100,37,13.66,Source Verified,OWN, 60 months,0
110000,78.6,0,15.92,0,25,1,0,0,68582,10500,4069,85.7,8603,21,8.67,Source Verified,MORTGAGE, 36 months,0
60000,64.2,0,20.92,1,13,0,0,0,243993,46300,14210,97.1,29906,35,6.99,Verified,MORTGAGE, 36 months,1
42477,49.2,0,16.98,0,52,1,0,0,28245,11600,2756,73.3,5707,15,11.99,Source Verified,RENT, 36 months,1
80000,85.5,0,12.01,0,15,2,0,0,47370,9100,8086,93.3,7781,31,13.66,Not Verified,RENT, 36 months,0
85600,33.4,0,7.89,0,25,0,0,0,292680,56500,20505,96.2,19063,26,6.49,Source Verified,MORTGAGE, 36 months,0
65000,78.1,0,27.04,1,9,0,0,0,358401,23200,25957,100,19812,21,13.66,Verified,MORTGAGE, 36 months,0
45000,63.3,0,13.84,1,11,0,2,0,116518,4100,8972,100,4695,22,11.99,Not Verified,MORTGAGE, 36 months,0
180000,51.4,0,17.61,1,13,0,0,0,354066,25100,16291,100,25066,50,6.49,Source Verified,MORTGAGE, 36 months,0
60000,27.8,0,10.77,1,7,0,0,0,172800,7000,13327,100,5268,50,6.49,Source Verified,MORTGAGE, 36 months,0
50000,44,0,36.62,1,16,0,0,0,88947,42400,1580,100,20856,44,8.19,Source Verified,RENT, 36 months,0
119000,96,0,4.26,1,43,3,0,0,337515,4800,64691,83.3,5222,18,15.99,Verified,MORTGAGE, 36 months,0
142000,92.3,0,21.57,0,26,0,0,0,441252,39700,35257,100,46081,31,8.67,Verified,MORTGAGE, 36 months,0
44748,67,0,15.45,3,46,0,1,0,25445,3525,1243,63,2868,24,14.31,Not Verified,RENT, 36 months,1
61500,30.7,0,17.37,1,27,0,0,0,180717,23200,9691,90.9,7515,22,12.39,Not Verified,MORTGAGE, 36 months,0
120000,87.6,0,32,0,5,0,0,0,129821,65700,10498,100,91555,21,22.99,Verified,RENT, 60 months,1
55000,38.9,0,24.13,0,42,0,1,0,65709,21100,2349,100,8458,40,14.99,Verified,MORTGAGE, 36 months,0
3.00E+05,75.7,0,8.16,0,34,2,0,0,866900,39900,115534,92.3,50329,26,8.67,Verified,MORTGAGE, 36 months,0
90000,43.3,0,21.97,0,79,0,0,0,261655,15500,18614,100,6816,54,10.49,Source Verified,MORTGAGE, 60 months,1
96000,2.9,1,12.38,1,4,7,0,0,69477,1000,4757,78.4,29,37,6.49,Source Verified,RENT, 36 months,0
142000,72.5,0,14.53,0,1,0,0,0,104662,19000,9835,100,17016,13,12.39,Verified,RENT, 60 months,0
66202,91.4,0,24.46,2,52,2,0,0,274467,7300,25684,93.7,8063,48,9.49,Not Verified,MORTGAGE, 36 months,0
36000,83.6,0,7.97,0,8,8,1,0,24300,1700,2369,25,1943,12,15.59,Source Verified,RENT, 36 months,0
80000,44.8,0,11.93,0,31,0,1,0,39502,4600,3385,100,2230,28,11.99,Source Verified,RENT, 36 months,0
56000,58.3,0,14.85,2,61,1,0,0,264386,5700,12708,93.3,12084,34,24.99,Verified,RENT, 36 months,1
35000,43.3,0,7.78,0,23,1,0,0,55900,700,5000,87.5,3123,20,12.99,Not Verified,RENT, 36 months,0
70000,63.1,0,15.76,0,60,0,0,3,50553,19300,2871,91.3,13269,25,10.49,Source Verified,RENT, 36 months,0
58000,92.9,0,7.09,1,69,0,0,0,180877,12500,27927,100,14205,14,11.44,Source Verified,MORTGAGE, 60 months,0
24000,97,0,30.95,0,79,0,1,0,143382,1000,34528,77,2263,31,14.99,Verified,MORTGAGE, 36 months,0
65000,10,0,11.04,0,6,0,0,0,45300,28700,1972,100,3023,15,6.99,Source Verified,RENT, 36 months,0
32000,79.8,0,25.13,1,18,0,1,0,67071,4300,3001,100,3430,54,14.99,Source Verified,MORTGAGE, 36 months,0
48000,89.9,0,23.03,0,5,0,0,0,277250,19800,14190,96.7,18021,31,11.44,Not Verified,MORTGAGE, 36 months,0
65000,74.6,0,25.83,1,47,2,0,0,50921,17900,4300,92,19308,26,20.99,Source Verified,RENT, 60 months,0
27000,100.6,0,26.22,0,8,0,0,0,24425,11200,1997,100,11825,8,15.59,Source Verified,RENT, 36 months,0
34000,92,0,38.62,1,42,1,0,0,54386,6000,5963,93.1,8820,29,14.99,Source Verified,RENT, 60 months,0
116000,95.7,0,19.76,2,19,2,0,0,70554,11900,4105,80.5,25425,41,15.59,Verified,RENT, 36 months,0
20000,69.9,0,34.09,0,15,0,0,0,33350,7800,1753,92.3,9809,26,19.24,Not Verified,RENT, 36 months,0
59000,99.3,0,13.49,1,4,0,1,0,282261,5000,61508,100,7328,7,22.99,Source Verified,OWN, 60 months,0
50000,28.3,0,27.99,0,56,0,0,0,78499,40500,1704,100,16464,25,8.19,Source Verified,RENT, 36 months,0
88000,67.8,0,8.26,1,24,3,0,0,195992,0,29267,90.5,5497,42,16.49,Not Verified,MORTGAGE, 60 months,0
71910,35.9,0,14.79,1,37,0,1,0,213520,17400,15084,100,6564,37,10.49,Source Verified,MORTGAGE, 60 months,0
150000,27.1,0,16,0,12,2,0,0,625040,25000,98608,89.3,6786,28,8.67,Verified,MORTGAGE, 36 months,0
40000,30.8,0,15.27,1,12,0,0,4,61946,21000,3202,88.2,7630,17,12.99,Source Verified,RENT, 60 months,0
60000,40,0,29.24,2,32,0,0,0,350354,38400,23286,100,15627,35,11.99,Verified,RENT, 60 months,0
180000,98.1,0,6.87,0,22,0,0,0,563300,39800,74589,85.7,39107,28,24.99,Source Verified,MORTGAGE, 60 months,0
11000,40.5,0,24.24,0,10,1,0,0,45825,11200,2865,93.1,7078,29,11.99,Verified,OWN, 36 months,1
65000,20.6,0,9.38,0,61,8,0,0,33600,20000,985,66.7,10833,30,10.49,Not Verified,RENT, 36 months,0
10152,97.6,0,35.11,0,15,0,0,0,14600,8000,1494,92.3,8964,13,17.14,Source Verified,OWN, 36 months,0
40000,21.3,0,16.88,0,20,0,0,0,125277,46500,4718,100,11411,24,11.99,Source Verified,MORTGAGE, 36 months,0
105000,95.8,0,18.51,0,14,0,0,0,298439,16100,16125,100,26212,27,15.59,Source Verified,MORTGAGE, 60 months,0
82000,31.1,0,19.95,1,18,1,0,0,234291,20600,14817,95.8,6412,25,8.19,Verified,MORTGAGE, 36 months,0
150000,89.4,0,14.87,0,10,0,0,0,750281,13000,65349,89.7,35576,29,15.59,Verified,MORTGAGE, 60 months,1
45000,74.6,0,16.29,1,58,0,0,0,29900,20900,1789,74.1,19681,27,12.39,Not Verified,RENT, 36 months,0
70000,54.7,0,14.52,0,9,3,0,0,58202,17800,3432,79.3,11070,29,8.19,Source Verified,MORTGAGE, 36 months,0
61000,13,0,10.41,0,65,1,2,0,45382,15000,3060,96.3,2466,32,11.44,Not Verified,RENT, 36 months,0
150000,47.3,0,5.7,1,20,3,0,0,279986,6600,28150,85.7,5078,28,6.49,Not Verified,MORTGAGE, 36 months,0
80000,54,0,15.48,1,3,0,0,0,59338,19150,1800,77,10540,22,15.59,Source Verified,RENT, 60 months,0
60000,86.6,0,19.1,2,68,0,0,3,42577,2000,8813,100,2740,9,17.14,Source Verified,RENT, 36 months,1
55200,48,0,10.74,0,20,0,1,0,38500,17200,1140,100,15965,32,7.49,Verified,OWN, 36 months,0
145000,65.8,0,14.02,0,11,0,0,0,808635,61900,64566,100,40963,34,12.39,Source Verified,MORTGAGE, 36 months,0
75000,99.4,0,28.4,0,42,0,0,0,395364,18300,44225,95.7,18189,23,12.99,Source Verified,MORTGAGE, 60 months,1
3.00E+05,56.2,0,7.02,0,14,0,0,0,810400,53000,86128,87.1,112710,31,14.31,Source Verified,OWN, 60 months,0
46000,91.2,0,24.94,1,14,0,1,0,255355,14200,20300,100,16753,26,11.44,Not Verified,MORTGAGE, 36 months,0
67000,61.9,0,17.22,2,36,0,0,0,226567,24800,17128,93.7,19873,36,12.99,Source Verified,MORTGAGE, 36 months,0
58000,96.6,0,32.39,0,48,0,0,0,69129,22200,2871,96.2,26948,26,9.49,Verified,MORTGAGE, 36 months,1
90000,70.3,0,5.57,0,4,1,0,0,450093,23200,80759,94.7,16304,20,12.39,Source Verified,MORTGAGE, 60 months,0
128000,95.3,0,20.36,0,15,0,0,0,314339,27800,23533,97.1,30315,34,21.99,Verified,MORTGAGE, 60 months,0
71500,50.8,0,34.25,1,4,0,0,0,77557,9100,2611,95,21234,24,11.99,Source Verified,RENT, 60 months,1
125000,87.2,0,11.62,4,75,0,1,0,390328,14500,17857,100,22960,51,19.99,Source Verified,MORTGAGE, 36 months,1
76400,89.1,0,18.52,1,15,0,0,0,61426,8400,3502,100,8677,17,11.44,Source Verified,RENT, 60 months,1
35000,98.5,0,22.02,0,22,0,1,0,28778,4200,1616,100,8758,24,14.31,Not Verified,RENT, 36 months,0
75000,62.6,0,10.14,1,12,0,0,0,133435,3600,12340,95.7,2377,23,14.31,Not Verified,MORTGAGE, 36 months,0
72000,15.9,0,9.22,0,13,0,0,0,282970,99500,15123,96.6,15810,29,7.49,Verified,MORTGAGE, 60 months,0
95000,72.5,0,24.39,0,63,0,0,0,74069,13000,6368,96.2,12625,26,14.31,Verified,RENT, 36 months,0
65000,96.3,0,20.48,1,23,0,0,0,57309,6800,3517,90,10776,30,15.99,Verified,RENT, 60 months,1
65000,55.9,0,26.2,0,22,0,0,0,223326,24600,26299,100,13762,31,8.67,Source Verified,MORTGAGE, 60 months,0
45600,25.6,0,3.87,1,48,4,1,0,19900,15100,296,91.3,4143,52,12.39,Verified,OWN, 36 months,0
80000,45.3,0,15.71,1,53,0,0,0,75460,16300,2739,100,7914,24,14.31,Not Verified,RENT, 36 months,0
110000,54,0,22.06,4,5,0,0,0,417261,10400,25597,92.3,6100,35,20.99,Verified,MORTGAGE, 60 months,1
30000,61,0,7.44,1,17,0,0,0,16900,9800,630,88.9,6295,18,11.99,Not Verified,RENT, 36 months,0
85000,80.3,0,11.59,1,13,0,1,0,49736,4000,5384,100,3305,17,8.19,Source Verified,RENT, 36 months,0
30000,57.8,0,16.32,0,30,0,0,0,36500,22000,2484,100,19873,17,17.14,Verified,MORTGAGE, 60 months,1
120000,73,0,28.15,1,36,0,0,0,492094,150100,29004,96.7,109504,30,18.54,Verified,MORTGAGE, 60 months,0
82000,48.2,0,17.12,2,11,1,0,0,358033,50500,17033,93.5,30859,31,12.39,Verified,MORTGAGE, 36 months,0
130000,97.2,0,21.49,0,22,0,0,0,656090,11300,101722,100,11442,11,12.39,Source Verified,MORTGAGE, 60 months,0
95000,50.8,0,27.09,2,39,0,0,0,139376,28700,7942,95,15989,20,14.31,Verified,RENT, 36 months,0
58000,99.4,0,25.06,0,64,0,0,0,106535,9300,10095,100,31174,24,15.59,Not Verified,MORTGAGE, 36 months,0
63000,51.4,0,6.48,0,14,0,0,0,201194,8100,12493,92,4335,51,12.99,Source Verified,RENT, 36 months,0
120000,88.5,0,23.42,1,36,1,0,0,275224,17700,20650,91.2,17265,35,17.14,Verified,MORTGAGE, 60 months,1
100100,90.2,0,7.17,2,62,0,0,0,197160,35500,23291,96.2,34138,26,14.99,Verified,MORTGAGE, 36 months,0
20000,92.7,0,20.59,0,19,0,1,1,14100,6500,1157,100,6506,21,14.31,Source Verified,RENT, 36 months,1
59000,77,0,32.75,0,18,0,0,0,145730,16000,8594,92.3,16463,26,14.99,Source Verified,RENT, 36 months,0
56000,71.2,0,18.6,0,65,0,0,0,53318,8500,11384,92.3,6050,13,19.24,Source Verified,RENT, 60 months,1
170000,87.7,0,8.95,1,11,0,0,0,735892,30000,88051,100,26299,21,11.44,Source Verified,OWN, 36 months,0
160000,96.7,0,13.57,2,6,0,0,0,391819,18600,27768,100,18941,37,6.03,Source Verified,MORTGAGE, 36 months,0
178000,22.5,0,19.38,0,8,0,0,0,637050,67200,35389,96.7,15096,33,6.99,Verified,MORTGAGE, 36 months,0
150000,41.5,0,17.02,0,5,0,0,0,549593,29900,25376,100,16417,38,8.19,Source Verified,MORTGAGE, 60 months,0
32000,86.6,0,5.14,1,12,0,1,0,199190,5300,7359,98.2,6601,58,14.31,Not Verified,MORTGAGE, 36 months,0
47000,46.2,0,15.6,2,17,0,0,0,109875,12000,8772,91.8,10295,49,14.31,Source Verified,MORTGAGE, 60 months,1
65000,91.4,0,24.22,0,5,0,0,0,71524,16700,9706,100,18015,17,11.99,Source Verified,RENT, 36 months,0
60000,92.1,0,16.32,0,17,0,0,0,97033,6200,6445,100,16629,36,20.99,Source Verified,MORTGAGE, 60 months,0
60000,27,0,26.18,1,81,0,0,0,207843,18500,9402,97.9,6314,47,13.66,Source Verified,MORTGAGE, 60 months,0
50000,82.2,0,21.68,0,22,0,0,0,52363,16000,7702,100,16921,11,16.49,Not Verified,MORTGAGE, 36 months,1
91998.4,24.6,0,6.77,3,44,0,1,0,92806,27200,1681,100,12649,53,11.99,Verified,MORTGAGE, 36 months,0
80000,80,0,19.1,0,10,0,0,0,257264,15100,20753,93.3,15197,30,11.44,Not Verified,MORTGAGE, 60 months,0
150000,84.1,0,24.79,1,36,0,0,0,123200,13700,9978,100,55242,29,14.31,Verified,RENT, 36 months,0
52000,56.4,0,38.56,0,36,0,0,0,132687,32600,7010,100,19705,17,15.59,Source Verified,RENT, 60 months,1
45000,26.8,0,18.85,0,72,0,2,0,43000,16900,1499,100,6028,19,16.49,Verified,RENT, 36 months,1
74000,88.6,0,16.49,0,21,0,0,0,60820,25500,10277,100,22601,9,11.44,Source Verified,RENT, 60 months,0
150000,33.5,0,12.29,0,61,1,1,0,365275,10000,32607,88.2,5104,42,11.99,Source Verified,MORTGAGE, 60 months,0
2.00E+05,48.5,0,7.64,1,55,0,1,0,368915,27200,32198,100,10828,44,10.49,Source Verified,MORTGAGE, 36 months,0
